"CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
"BERGS","3.00","12/16/1997","1/13/1998","12/24/1997","1.00","6.79","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"MORGK","3.00","12/16/1997","1/13/1998","1/14/1998","2.00","58.13","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"LILAS","2.00","12/16/1997","12/30/1997","12/25/1997","1.00","42.13","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"WARTH","2.00","12/17/1997","1/14/1998","12/19/1997","3.00","73.16","Wartian Herkku","Torikatu 38","Oulu","","90110","Finland"
"CACTU","9.00","12/17/1997","1/14/1998","12/22/1997","3.00","1.10","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"HANAR","4.00","12/18/1997","1/15/1998","12/19/1997","2.00","124.98","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"MAGAA","4.00","12/18/1997","1/15/1998","12/22/1997","3.00","70.09","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"GROSR","1.00","12/18/1997","1/15/1998","12/24/1997","3.00","1.51","GROSELLA-Restaurante","5ª Ave. Los Palos Grandes","Caracas","DF","1081","Venezuela"
"QUEEN","8.00","12/19/1997","1/16/1998","12/23/1997","1.00","110.87","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"LAMAI","2.00","12/19/1997","1/2/1998","12/26/1997","1.00","249.93","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"QUICK","1.00","12/22/1997","1/19/1998","1/19/1998","2.00","42.70","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"FOLIG","1.00","12/22/1997","1/19/1998","12/31/1997","2.00","100.60","Folies gourmandes","184, chaussée de Tournai","Lille","","59000","France"
"GOURL","6.00","12/22/1997","1/19/1998","12/26/1997","1.00","28.23","Gourmet Lanchonetes","Av. Brasil, 442","Campinas","SP","04876-786","Brazil"
"FRANK","6.00","12/23/1997","1/20/1998","1/1/1998","2.00","16.85","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"WOLZA","1.00","12/23/1997","1/20/1998","12/31/1997","3.00","23.79","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"AROUT","3.00","12/24/1997","1/21/1998","1/8/1998","3.00","4.52","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"QUEDE","6.00","12/24/1997","1/21/1998","1/2/1998","1.00","21.49","Que Delícia","Rua da Panificadora, 12","Rio de Janeiro","RJ","02389-673","Brazil"
"ERNSH","8.00","12/24/1997","1/21/1998","1/20/1998","2.00","126.66","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"HILAA","3.00","12/25/1997","1/22/1998","1/14/1998","1.00","26.52","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"DRACD","7.00","12/25/1997","1/22/1998","1/5/1998","2.00","33.35","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"ISLAT","2.00","12/26/1997","1/23/1998","1/5/1998","1.00","2.33","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"KOENE","9.00","12/26/1997","2/6/1998","1/5/1998","3.00","30.76","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"SEVES","1.00","12/26/1997","1/23/1998","1/5/1998","3.00","137.44","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"BOLID","4.00","12/29/1997","1/26/1998","12/31/1997","2.00","97.09","Bólido Comidas preparadas","C/ Araquil, 67","Madrid","","28023","Spain"
"SIMOB","4.00","12/29/1997","1/26/1998","1/2/1998","2.00","257.26","Simons bistro","Vinbæltet 34","Kobenhavn","","1734","Denmark"
"WELLI","4.00","12/30/1997","1/27/1998","1/6/1998","1.00","55.23","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"SEVES","6.00","12/30/1997","1/27/1998","1/7/1998","2.00","27.33","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"THEBI","2.00","12/30/1997","1/27/1998","1/9/1998","3.00","237.34","The Big Cheese","89 Jefferson Way Suite 2","Portland","OR","97201","USA"
"VICTE","3.00","12/31/1997","1/28/1998","1/5/1998","2.00","22.11","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"FRANS","4.00","12/31/1997","1/28/1998","1/30/1998","1.00","1.36","Franchi S.p.A.","Via Monte Bianco 34","Torino","","10100","Italy"
"OLDWO","2.00","1/1/1998","1/29/1998","1/9/1998","3.00","45.53","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"WELLI","7.00","1/1/1998","1/29/1998","1/7/1998","1.00","4.87","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"LAUGB","2.00","1/1/1998","1/29/1998","1/7/1998","3.00","4.33","Laughing Bacchus Wine Cellars","2319 Elm St.","Vancouver","BC","V3F 2K1","Canada"
"LINOD","8.00","1/2/1998","1/30/1998","1/8/1998","1.00","31.22","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"REGGC","5.00","1/2/1998","1/30/1998","1/12/1998","1.00","59.78","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"RICAR","1.00","1/5/1998","2/2/1998","1/9/1998","1.00","47.38","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"VICTE","3.00","1/5/1998","2/2/1998","1/14/1998","3.00","130.94","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"SAVEA","2.00","1/5/1998","2/2/1998","1/14/1998","3.00","14.62","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"GREAL","4.00","1/6/1998","2/3/1998","2/4/1998","2.00","719.78","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"KOENE","3.00","1/6/1998","1/20/1998","1/13/1998","2.00","306.07","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"MAGAA","7.00","1/7/1998","2/4/1998","1/12/1998","3.00","65.48","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"CACTU","2.00","1/7/1998","2/4/1998","1/16/1998","3.00","19.76","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"RATTC","3.00","1/7/1998","2/4/1998","1/13/1998","2.00","37.52","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"SPLIR","1.00","1/8/1998","2/5/1998","1/15/1998","1.00","36.68","Split Rail Beer & Ale","P.O. Box 555","Lander","WY","82520","USA"
"TRAIH","6.00","1/8/1998","2/5/1998","1/16/1998","3.00","7.00","Trail's Head Gourmet Provisioners","722 DaVinci Blvd.","Kirkland","WA","98034","USA"
"LILAS","5.00","1/9/1998","2/6/1998","1/13/1998","2.00","163.97","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"FOLKO","8.00","1/9/1998","2/6/1998","1/30/1998","1.00","1.23","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"DRACD","1.00","1/9/1998","2/6/1998","1/14/1998","1.00","79.25","Drachenblut Delikatessen","Walserweg 21","Aachen","","52066","Germany"
"BLONP","6.00","1/12/1998","2/9/1998","2/6/1998","1.00","7.09","Blondel père et fils","24, place Kléber","Strasbourg","","67000","France"
"BONAP","1.00","1/12/1998","1/26/1998","2/6/1998","2.00","63.54","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"RANCH","9.00","1/13/1998","1/27/1998","2/4/1998","1.00","90.85","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"ISLAT","9.00","1/13/1998","2/10/1998","1/23/1998","1.00","154.72","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"TRADH","4.00","1/13/1998","2/24/1998","1/21/1998","2.00","81.83","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"SANTG","3.00","1/14/1998","2/11/1998","1/23/1998","2.00","72.19","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"LAMAI","2.00","1/14/1998","2/11/1998","1/19/1998","2.00","43.26","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"OTTIK","6.00","1/15/1998","2/12/1998","1/23/1998","2.00","71.49","Ottilies Käseladen","Mehrheimerstr. 369","Köln","","50739","Germany"
"TRADH","1.00","1/15/1998","2/12/1998","1/19/1998","3.00","29.78","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"ALFKI","1.00","1/15/1998","2/12/1998","1/21/1998","3.00","69.53","Alfred's Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"ERNSH","7.00","1/16/1998","2/13/1998","1/21/1998","1.00","411.88","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"BERGS","9.00","1/16/1998","2/13/1998","1/23/1998","3.00","13.32","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"LINOD","3.00","1/19/1998","2/16/1998","1/23/1998","3.00","59.28","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"TRADH","3.00","1/19/1998","2/16/1998","1/22/1998","3.00","35.43","Tradiçao Hipermercados","Av. Inês de Castro, 414","Sao Paulo","SP","05634-030","Brazil"
"LINOD","4.00","1/19/1998","3/2/1998","2/16/1998","2.00","2.71","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"SUPRD","5.00","1/20/1998","2/17/1998","1/29/1998","2.00","424.30","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"TORTU","1.00","1/20/1998","2/17/1998","1/29/1998","3.00","54.42","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"VICTE","4.00","1/21/1998","2/18/1998","1/26/1998","2.00","9.26","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"PICCO","8.00","1/21/1998","2/18/1998","1/26/1998","2.00","25.22","Piccolo und mehr","Geislweg 14","Salzburg","","5020","Austria"
"QUICK","8.00","1/21/1998","2/4/1998","1/30/1998","1.00","212.98","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"SUPRD","2.00","1/22/1998","3/5/1998","1/23/1998","3.00","56.46","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"SAVEA","4.00","1/22/1998","2/5/1998","2/10/1998","3.00","487.57","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"CONSH","7.00","1/23/1998","2/20/1998","1/29/1998","2.00","38.24","Consolidated Holdings","Berkeley Gardens 12  Brewery","London","","WX1 6LT","UK"
"KOENE","9.00","1/23/1998","2/20/1998","1/30/1998","2.00","0.56","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"VICTE","1.00","1/23/1998","3/6/1998","1/30/1998","1.00","49.19","Victuailles en stock","2, rue du Commerce","Lyon","","69004","France"
"RICAR","5.00","1/26/1998","2/23/1998","2/2/1998","1.00","160.55","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"RATTC","8.00","1/26/1998","2/9/1998","1/30/1998","1.00","174.05","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"BLAUS","9.00","1/27/1998","2/24/1998","2/3/1998","2.00","53.83","Blauer See Delikatessen","Forsterstr. 57","Mannheim","","68306","Germany"
"ERNSH","3.00","1/27/1998","2/24/1998","2/5/1998","2.00","100.22","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"OLDWO","3.00","1/27/1998","2/24/1998","2/4/1998","1.00","170.97","Old World Delicatessen","2743 Bering St.","Anchorage","AK","99508","USA"
"ANTON","3.00","1/28/1998","2/25/1998","2/10/1998","2.00","58.43","Antonio Moreno Taquería","Mataderos  2312","México D.F.","","05023","Mexico"
"BERGS","8.00","1/28/1998","2/25/1998","2/6/1998","2.00","188.85","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"LACOR","2.00","1/29/1998","2/26/1998","2/3/1998","1.00","52.51","La corne d'abondance","67, avenue de l'Europe","Versailles","","78000","France"
"FRANK","1.00","1/29/1998","2/26/1998","2/2/1998","2.00","76.10","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"FRANR","3.00","1/29/1998","2/26/1998","2/4/1998","3.00","19.26","France restauration","54, rue Royale","Nantes","","44000","France"
"WHITC","4.00","1/30/1998","2/27/1998","2/17/1998","2.00","14.93","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"LEHMS","8.00","1/30/1998","3/13/1998","2/2/1998","2.00","53.23","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"HILAA","4.00","2/2/1998","3/2/1998","2/17/1998","2.00","30.26","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"AROUT","4.00","2/2/1998","3/2/1998","2/9/1998","2.00","3.04","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"QUICK","2.00","2/2/1998","2/16/1998","2/12/1998","1.00","348.14","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"BERGS","5.00","2/3/1998","3/3/1998","2/12/1998","1.00","109.11","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"LONEP","6.00","2/3/1998","3/17/1998","2/11/1998","1.00","1.93","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"QUEEN","7.00","2/4/1998","3/4/1998","2/23/1998","2.00","191.27","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"SEVES","5.00","2/4/1998","3/4/1998","2/9/1998","1.00","143.28","Seven Seas Imports","90 Wadhurst Rd.","London","","OX15 4NB","UK"
"WOLZA","5.00","2/4/1998","3/4/1998","2/13/1998","3.00","12.04","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"BONAP","9.00","2/5/1998","3/5/1998","2/10/1998","2.00","112.27","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"GODOS","5.00","2/5/1998","3/5/1998","2/9/1998","2.00","175.32","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"WILMK","4.00","2/6/1998","3/6/1998","2/9/1998","1.00","0.82","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"GODOS","5.00","2/6/1998","3/6/1998","2/11/1998","2.00","19.58","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"BERGS","4.00","2/6/1998","3/6/1998","3/3/1998","2.00","32.37","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"BONAP","7.00","2/9/1998","3/9/1998","2/12/1998","3.00","60.42","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"RICAR","1.00","2/9/1998","3/9/1998","2/19/1998","1.00","38.06","Ricardo Adocicados","Av. Copacabana, 267","Rio de Janeiro","RJ","02389-890","Brazil"
"QUICK","4.00","2/10/1998","3/10/1998","2/12/1998","1.00","46.69","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"WILMK","3.00","2/10/1998","3/10/1998","2/12/1998","3.00","8.50","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"FOLKO","7.00","2/10/1998","3/24/1998","2/18/1998","1.00","88.01","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"CACTU","4.00","2/11/1998","3/11/1998","2/18/1998","1.00","2.84","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"SAVEA","4.00","2/11/1998","3/11/1998","2/20/1998","3.00","23.10","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"LONEP","8.00","2/12/1998","3/12/1998","2/20/1998","3.00","0.53","Lonesome Pine Restaurant","89 Chiaroscuro Rd.","Portland","OR","97219","USA"
"LETSS","4.00","2/12/1998","3/12/1998","2/13/1998","2.00","90.97","Let's Stop N Shop","87 Polk St. Suite 5","San Francisco","CA","94117","USA"
"SUPRD","6.00","2/12/1998","3/12/1998","2/18/1998","3.00","5.64","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"HANAR","1.00","2/13/1998","3/13/1998","3/2/1998","1.00","4.99","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"GALED","8.00","2/13/1998","3/13/1998","2/16/1998","3.00","1.25","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona","","8022","Spain"
"GODOS","1.00","2/16/1998","3/16/1998","2/23/1998","2.00","51.87","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"RATTC","9.00","2/16/1998","3/16/1998","2/23/1998","3.00","280.61","Rattlesnake Canyon Grocery","2817 Milton Dr.","Albuquerque","NM","87110","USA"
"DUMON","7.00","2/16/1998","3/16/1998","2/18/1998","1.00","32.76","Du monde entier","67, rue des Cinquante Otages","Nantes","","44000","France"
"LEHMS","7.00","2/17/1998","3/17/1998","2/19/1998","2.00","20.37","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"MAISD","4.00","2/17/1998","3/17/1998","2/19/1998","2.00","120.27","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"KOENE","9.00","2/18/1998","3/18/1998","2/20/1998","2.00","77.78","Königlich Essen","Maubelstr. 90","Brandenburg","","14776","Germany"
"SAVEA","1.00","2/18/1998","3/18/1998","2/20/1998","1.00","116.13","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"ERNSH","3.00","2/18/1998","3/18/1998","2/23/1998","1.00","162.75","Ernst Handel","Kirchgasse 6","Graz","","8010","Austria"
"MAISD","7.00","2/19/1998","3/19/1998","2/27/1998","3.00","32.45","Maison Dewey","Rue Joseph-Bens 532","Bruxelles","","B-1180","Belgium"
"HUNGO","3.00","2/19/1998","3/19/1998","2/25/1998","2.00","603.54","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"OCEAN","4.00","2/20/1998","3/20/1998","3/6/1998","2.00","1.27","Océano Atlántico Ltda.","Ing. Gustavo Moncada 8585 Piso 20-A","Buenos Aires","","1010","Argentina"
"LILAS","5.00","2/20/1998","3/20/1998","2/26/1998","3.00","1.21","LILA-Supermercado","Carrera 52 con Ave. Bolívar #65-98 Llano Largo","Barquisimeto","Lara","3508","Venezuela"
"WELLI","1.00","2/20/1998","3/20/1998","3/4/1998","2.00","1.66","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"HILAA","4.00","2/23/1998","3/23/1998","2/26/1998","1.00","62.09","HILARION-Abastos","Carrera 22 con Ave. Carlos Soublette #8-35","San Cristóbal","Táchira","5022","Venezuela"
"FOLKO","1.00","2/23/1998","3/23/1998","3/3/1998","1.00","44.15","Folk och fä HB","Åkergatan 24","Bräcke","","S-844 67","Sweden"
"HANAR","3.00","2/24/1998","3/24/1998","3/4/1998","3.00","36.71","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"WHITC","3.00","2/24/1998","3/24/1998","2/27/1998","3.00","162.95","White Clover Markets","1029 - 12th Ave. S.","Seattle","WA","98124","USA"
"WELLI","9.00","2/24/1998","3/24/1998","3/6/1998","2.00","13.72","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"WOLZA","4.00","2/25/1998","3/11/1998","3/3/1998","3.00","26.29","Wolski Zajazd","ul. Filtrowa 68","Warszawa","","01-012","Poland"
"SPECD","6.00","2/25/1998","3/25/1998","2/27/1998","3.00","9.19","Spécialités du monde","25, rue Lauriston","Paris","","75016","France"
"REGGC","4.00","2/26/1998","3/26/1998","3/6/1998","2.00","32.96","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"SANTG","1.00","2/26/1998","3/26/1998","3/10/1998","2.00","53.05","Santé Gourmet","Erling Skakkes gate 78","Stavern","","4110","Norway"
"WILMK","1.00","2/26/1998","3/26/1998","3/4/1998","3.00","38.11","Wilman Kala","Keskuskatu 45","Helsinki","","21240","Finland"
"GODOS","3.00","2/26/1998","3/26/1998","3/5/1998","1.00","38.19","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"HUNGO","2.00","2/26/1998","3/26/1998","3/18/1998","2.00","580.91","Hungry Owl All-Night Grocers","8 Johnstown Road","Cork","Co. Cork","","Ireland"
"QUEEN","4.00","2/26/1998","3/26/1998","3/4/1998","1.00","33.05","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"QUEEN","6.00","2/27/1998","3/27/1998","3/2/1998","1.00","21.19","Queen Cozinha","Alameda dos Canàrios, 891","Sao Paulo","SP","05487-020","Brazil"
"TORTU","2.00","2/27/1998","3/27/1998","3/2/1998","2.00","3.51","Tortuga Restaurante","Avda. Azteca 123","México D.F.","","05033","Mexico"
"RANCH","1.00","2/27/1998","3/27/1998","3/9/1998","2.00","63.77","Rancho grande","Av. del Libertador 900","Buenos Aires","","1010","Argentina"
"ROMEY","4.00","3/2/1998","3/30/1998","3/11/1998","2.00","8.29","Romero y tomillo","Gran Vía, 1","Madrid","","28001","Spain"
"BOTTM","3.00","3/2/1998","3/30/1998","3/11/1998","3.00","48.83","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"LINOD","2.00","3/2/1998","3/30/1998","3/4/1998","2.00","19.80","LINO-Delicateses","Ave. 5 de Mayo Porlamar","I. de Margarita","Nueva Esparta","4980","Venezuela"
"AROUT","4.00","3/3/1998","3/31/1998","3/9/1998","2.00","29.61","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
"VAFFE","1.00","3/3/1998","4/14/1998","3/9/1998","1.00","176.48","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"HANAR","5.00","3/3/1998","3/31/1998","3/5/1998","3.00","62.74","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"LAMAI","7.00","3/3/1998","4/14/1998","3/13/1998","3.00","68.26","La maison d'Asie","1 rue Alsace-Lorraine","Toulouse","","31000","France"
"BERGS","3.00","3/4/1998","4/1/1998","4/8/1998","2.00","151.52","Berglunds snabbköp","Berguvsvägen  8","Luleå","","S-958 22","Sweden"
"HANAR","3.00","3/4/1998","4/1/1998","3/13/1998","1.00","2.27","Hanari Carnes","Rua do Paço, 67","Rio de Janeiro","RJ","05454-876","Brazil"
"ANATR","4.00","3/4/1998","4/1/1998","3/11/1998","3.00","39.92","Ana Trujillo Emparedados y helados","Avda. de la Constitución 2222","México D.F.","","05021","Mexico"
"LACOR","4.00","3/5/1998","4/2/1998","4/8/1998","1.00","19.79","La corne d'abondance","67, avenue de l'Europe","Versailles","","78000","France"
"GALED","1.00","3/5/1998","4/2/1998","3/18/1998","1.00","1.36","Galería del gastronómo","Rambla de Cataluña, 23","Barcelona","","8022","Spain"
"FRANK","6.00","3/5/1998","4/2/1998","3/12/1998","1.00","33.93","Frankenversand","Berliner Platz 43","München","","80805","Germany"
"SUPRD","4.00","3/6/1998","4/17/1998","3/18/1998","3.00","15.55","Suprêmes délices","Boulevard Tirou, 255","Charleroi","","B-6000","Belgium"
"RICSU","4.00","3/6/1998","3/20/1998","3/19/1998","2.00","13.60","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"BONAP","8.00","3/6/1998","4/3/1998","3/24/1998","1.00","134.64","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"ISLAT","6.00","3/6/1998","4/3/1998","3/16/1998","3.00","54.15","Island Trading","Garden House Crowther Way","Cowes","Isle of Wight","PO31 7PJ","UK"
"LEHMS","3.00","3/9/1998","4/6/1998","3/12/1998","3.00","32.01","Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M.","","60528","Germany"
"WELLI","4.00","3/9/1998","4/6/1998","3/18/1998","3.00","47.59","Wellington Importadora","Rua do Mercado, 12","Resende","SP","08737-363","Brazil"
"GREAL","3.00","3/9/1998","4/6/1998","3/18/1998","2.00","33.68","Great Lakes Food Market","2732 Baker Blvd.","Eugene","OR","97403","USA"
"CACTU","7.00","3/10/1998","3/24/1998","3/13/1998","3.00","31.51","Cactus Comidas para llevar","Cerrito 333","Buenos Aires","","1010","Argentina"
"QUICK","3.00","3/10/1998","4/7/1998","3/16/1998","2.00","31.89","QUICK-Stop","Taucherstraße 10","Cunewalde","","01307","Germany"
"MAGAA","2.00","3/10/1998","4/7/1998","3/13/1998","2.00","76.33","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"BONAP","8.00","3/11/1998","4/8/1998","3/23/1998","3.00","19.77","Bon app'","12, rue des Bouchers","Marseille","","13008","France"
"SAVEA","7.00","3/11/1998","4/8/1998","3/20/1998","2.00","400.81","Save-a-lot Markets","187 Suffolk Ln.","Boise","ID","83720","USA"
"REGGC","9.00","3/11/1998","4/8/1998","3/18/1998","3.00","17.95","Reggiani Caseifici","Strada Provinciale 124","Reggio Emilia","","42100","Italy"
"BSBEV","4.00","3/11/1998","4/8/1998","3/19/1998","2.00","2.17","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"BOTTM","6.00","3/12/1998","3/26/1998","3/13/1998","3.00","52.92","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"MORGK","4.00","3/12/1998","4/9/1998","3/18/1998","1.00","10.22","Morgenstern Gesundkost","Heerstr. 22","Leipzig","","04179","Germany"
"VAFFE","1.00","3/12/1998","4/9/1998","3/19/1998","2.00","27.20","Vaffeljernet","Smagsloget 45","Århus","","8200","Denmark"
"BSBEV","3.00","3/13/1998","4/10/1998","3/16/1998","2.00","3.26","B's Beverages","Fauntleroy Circus","London","","EC2 5NT","UK"
"GODOS","3.00","3/13/1998","4/10/1998","3/19/1998","3.00","23.39","Godos Cocina Típica","C/ Romero, 33","Sevilla","","41101","Spain"
"BOTTM","2.00","3/13/1998","4/10/1998","3/17/1998","3.00","74.44","Bottom-Dollar Markets","23 Tsawassen Blvd.","Tsawassen","BC","T2F 8M4","Canada"
"MAGAA","1.00","3/16/1998","4/13/1998","3/23/1998","2.00","2.50","Magazzini Alimentari Riuniti","Via Ludovico il Moro 22","Bergamo","","24100","Italy"
"RICSU","9.00","3/16/1998","4/27/1998","4/7/1998","2.00","30.85","Richter Supermarkt","Starenweg 5","Genève","","1204","Switzerland"
"ALFKI","1.00","3/16/1998","4/27/1998","3/24/1998","1.00","40.42","Alfred's Futterkiste","Obere Str. 57","Berlin","","12209","Germany"
"AROUT","9.00","3/16/1998","3/30/1998","3/25/1998","2.00","23.72","Around the Horn","Brook Farm Stratford St. Mary","Colchester","Essex","CO7 6JX","UK"
